keypopulacao;contagempop;faixaetariapop;sexopop;nomecidadepopulacao;ufpopulacao;codigoibge
15658;5;90+;H;Paulistânia;SP;3536570
15659;187;00-04;M;Paulo de Faria;SP;3536604
15660;198;05-09;M;Paulo de Faria;SP;3536604
15661;225;10-14;M;Paulo de Faria;SP;3536604
15662;214;15-19;M;Paulo de Faria;SP;3536604
15663;243;20-24;M;Paulo de Faria;SP;3536604
15664;218;25-29;M;Paulo de Faria;SP;3536604
15665;268;30-34;M;Paulo de Faria;SP;3536604
15666;255;35-39;M;Paulo de Faria;SP;3536604
15667;255;40-44;M;Paulo de Faria;SP;3536604
15668;254;45-49;M;Paulo de Faria;SP;3536604
15669;269;50-54;M;Paulo de Faria;SP;3536604
15670;273;55-59;M;Paulo de Faria;SP;3536604
15671;240;60-64;M;Paulo de Faria;SP;3536604
15672;188;65-69;M;Paulo de Faria;SP;3536604
15673;162;70-74;M;Paulo de Faria;SP;3536604
15674;97;75-79;M;Paulo de Faria;SP;3536604
15675;86;80-84;M;Paulo de Faria;SP;3536604
15676;35;85-89;M;Paulo de Faria;SP;3536604
15677;20;90+;M;Paulo de Faria;SP;3536604
15678;184;00-04;H;Paulo de Faria;SP;3536604
15679;195;05-09;H;Paulo de Faria;SP;3536604
15680;219;10-14;H;Paulo de Faria;SP;3536604
15681;232;15-19;H;Paulo de Faria;SP;3536604
15682;264;20-24;H;Paulo de Faria;SP;3536604
15683;269;25-29;H;Paulo de Faria;SP;3536604
15684;273;30-34;H;Paulo de Faria;SP;3536604
15685;275;35-39;H;Paulo de Faria;SP;3536604
15686;295;40-44;H;Paulo de Faria;SP;3536604
15687;259;45-49;H;Paulo de Faria;SP;3536604
15688;251;50-54;H;Paulo de Faria;SP;3536604
15689;264;55-59;H;Paulo de Faria;SP;3536604
15690;203;60-64;H;Paulo de Faria;SP;3536604
15691;172;65-69;H;Paulo de Faria;SP;3536604
15692;140;70-74;H;Paulo de Faria;SP;3536604
15693;103;75-79;H;Paulo de Faria;SP;3536604
15694;63;80-84;H;Paulo de Faria;SP;3536604
15695;31;85-89;H;Paulo de Faria;SP;3536604
15696;21;90+;H;Paulo de Faria;SP;3536604
15697;1247;00-04;M;Pederneiras;SP;3536703
15698;1402;05-09;M;Pederneiras;SP;3536703
15699;1438;10-14;M;Pederneiras;SP;3536703
15700;1470;15-19;M;Pederneiras;SP;3536703
15701;1513;20-24;M;Pederneiras;SP;3536703
15702;1705;25-29;M;Pederneiras;SP;3536703
15703;1646;30-34;M;Pederneiras;SP;3536703
15704;1778;35-39;M;Pederneiras;SP;3536703
15705;1793;40-44;M;Pederneiras;SP;3536703
15706;1642;45-49;M;Pederneiras;SP;3536703
15707;1518;50-54;M;Pederneiras;SP;3536703
15708;1362;55-59;M;Pederneiras;SP;3536703
15709;1250;60-64;M;Pederneiras;SP;3536703
15710;979;65-69;M;Pederneiras;SP;3536703
15711;714;70-74;M;Pederneiras;SP;3536703
15712;473;75-79;M;Pederneiras;SP;3536703
15713;334;80-84;M;Pederneiras;SP;3536703
15714;190;85-89;M;Pederneiras;SP;3536703
15715;108;90+;M;Pederneiras;SP;3536703
15716;1307;00-04;H;Pederneiras;SP;3536703
15717;1513;05-09;H;Pederneiras;SP;3536703
15718;1498;10-14;H;Pederneiras;SP;3536703
15719;1583;15-19;H;Pederneiras;SP;3536703
15720;1640;20-24;H;Pederneiras;SP;3536703
15721;1632;25-29;H;Pederneiras;SP;3536703
15722;1589;30-34;H;Pederneiras;SP;3536703
15723;1821;35-39;H;Pederneiras;SP;3536703
15724;1719;40-44;H;Pederneiras;SP;3536703
15725;1572;45-49;H;Pederneiras;SP;3536703
15726;1443;50-54;H;Pederneiras;SP;3536703
15727;1407;55-59;H;Pederneiras;SP;3536703
15728;1136;60-64;H;Pederneiras;SP;3536703
15729;902;65-69;H;Pederneiras;SP;3536703
15730;667;70-74;H;Pederneiras;SP;3536703
15731;427;75-79;H;Pederneiras;SP;3536703
15732;233;80-84;H;Pederneiras;SP;3536703
15733;116;85-89;H;Pederneiras;SP;3536703
15734;60;90+;H;Pederneiras;SP;3536703
15735;186;00-04;M;Pedra Bela;SP;3536802
15736;178;05-09;M;Pedra Bela;SP;3536802
15737;158;10-14;M;Pedra Bela;SP;3536802
15738;174;15-19;M;Pedra Bela;SP;3536802
15739;188;20-24;M;Pedra Bela;SP;3536802
15740;204;25-29;M;Pedra Bela;SP;3536802
15741;248;30-34;M;Pedra Bela;SP;3536802
15742;216;35-39;M;Pedra Bela;SP;3536802
15743;241;40-44;M;Pedra Bela;SP;3536802
15744;222;45-49;M;Pedra Bela;SP;3536802
15745;240;50-54;M;Pedra Bela;SP;3536802
15746;206;55-59;M;Pedra Bela;SP;3536802
15747;172;60-64;M;Pedra Bela;SP;3536802
15748;203;65-69;M;Pedra Bela;SP;3536802
15749;131;70-74;M;Pedra Bela;SP;3536802
15750;88;75-79;M;Pedra Bela;SP;3536802
15751;60;80-84;M;Pedra Bela;SP;3536802
15752;26;85-89;M;Pedra Bela;SP;3536802
15753;16;90+;M;Pedra Bela;SP;3536802
15754;163;00-04;H;Pedra Bela;SP;3536802
15755;195;05-09;H;Pedra Bela;SP;3536802
15756;198;10-14;H;Pedra Bela;SP;3536802
15757;227;15-19;H;Pedra Bela;SP;3536802
15758;174;20-24;H;Pedra Bela;SP;3536802
15759;237;25-29;H;Pedra Bela;SP;3536802
15760;237;30-34;H;Pedra Bela;SP;3536802
15761;306;35-39;H;Pedra Bela;SP;3536802
15762;267;40-44;H;Pedra Bela;SP;3536802
15763;244;45-49;H;Pedra Bela;SP;3536802
15764;219;50-54;H;Pedra Bela;SP;3536802
15765;225;55-59;H;Pedra Bela;SP;3536802
15766;207;60-64;H;Pedra Bela;SP;3536802
15767;182;65-69;H;Pedra Bela;SP;3536802
15768;154;70-74;H;Pedra Bela;SP;3536802
15769;88;75-79;H;Pedra Bela;SP;3536802
15770;50;80-84;H;Pedra Bela;SP;3536802
15771;20;85-89;H;Pedra Bela;SP;3536802
15772;7;90+;H;Pedra Bela;SP;3536802
15773;57;00-04;M;Pedranópolis;SP;3536901
15774;71;05-09;M;Pedranópolis;SP;3536901
15775;74;10-14;M;Pedranópolis;SP;3536901
15776;88;15-19;M;Pedranópolis;SP;3536901
15777;64;20-24;M;Pedranópolis;SP;3536901
15778;59;25-29;M;Pedranópolis;SP;3536901
15779;82;30-34;M;Pedranópolis;SP;3536901
15780;88;35-39;M;Pedranópolis;SP;3536901
15781;115;40-44;M;Pedranópolis;SP;3536901
15782;107;45-49;M;Pedranópolis;SP;3536901
15783;90;50-54;M;Pedranópolis;SP;3536901
15784;108;55-59;M;Pedranópolis;SP;3536901
15785;123;60-64;M;Pedranópolis;SP;3536901
15786;97;65-69;M;Pedranópolis;SP;3536901
15787;61;70-74;M;Pedranópolis;SP;3536901
15788;44;75-79;M;Pedranópolis;SP;3536901
15789;35;80-84;M;Pedranópolis;SP;3536901
15790;21;85-89;M;Pedranópolis;SP;3536901
15791;10;90+;M;Pedranópolis;SP;3536901
15792;62;00-04;H;Pedranópolis;SP;3536901
15793;72;05-09;H;Pedranópolis;SP;3536901
15794;84;10-14;H;Pedranópolis;SP;3536901
15795;79;15-19;H;Pedranópolis;SP;3536901
15796;83;20-24;H;Pedranópolis;SP;3536901
15797;70;25-29;H;Pedranópolis;SP;3536901
15798;72;30-34;H;Pedranópolis;SP;3536901
15799;93;35-39;H;Pedranópolis;SP;3536901
15800;103;40-44;H;Pedranópolis;SP;3536901
15801;119;45-49;H;Pedranópolis;SP;3536901
15802;96;50-54;H;Pedranópolis;SP;3536901
15803;98;55-59;H;Pedranópolis;SP;3536901
15804;102;60-64;H;Pedranópolis;SP;3536901
15805;102;65-69;H;Pedranópolis;SP;3536901
15806;73;70-74;H;Pedranópolis;SP;3536901
15807;42;75-79;H;Pedranópolis;SP;3536901
15808;25;80-84;H;Pedranópolis;SP;3536901
15809;6;85-89;H;Pedranópolis;SP;3536901
15810;12;90+;H;Pedranópolis;SP;3536901
15811;428;00-04;M;Pedregulho;SP;3537008
15812;492;05-09;M;Pedregulho;SP;3537008
15813;494;10-14;M;Pedregulho;SP;3537008
15814;559;15-19;M;Pedregulho;SP;3537008
15815;525;20-24;M;Pedregulho;SP;3537008
15816;508;25-29;M;Pedregulho;SP;3537008
15817;589;30-34;M;Pedregulho;SP;3537008
15818;596;35-39;M;Pedregulho;SP;3537008
15819;587;40-44;M;Pedregulho;SP;3537008
15820;505;45-49;M;Pedregulho;SP;3537008
15821;498;50-54;M;Pedregulho;SP;3537008
15822;454;55-59;M;Pedregulho;SP;3537008
15823;484;60-64;M;Pedregulho;SP;3537008
15824;370;65-69;M;Pedregulho;SP;3537008
15825;267;70-74;M;Pedregulho;SP;3537008
15826;153;75-79;M;Pedregulho;SP;3537008
15827;130;80-84;M;Pedregulho;SP;3537008
15828;72;85-89;M;Pedregulho;SP;3537008
15829;36;90+;M;Pedregulho;SP;3537008
15830;491;00-04;H;Pedregulho;SP;3537008
15831;498;05-09;H;Pedregulho;SP;3537008
15832;513;10-14;H;Pedregulho;SP;3537008
15833;556;15-19;H;Pedregulho;SP;3537008
15834;609;20-24;H;Pedregulho;SP;3537008
15835;563;25-29;H;Pedregulho;SP;3537008
15836;562;30-34;H;Pedregulho;SP;3537008
15837;603;35-39;H;Pedregulho;SP;3537008
15838;628;40-44;H;Pedregulho;SP;3537008
15839;480;45-49;H;Pedregulho;SP;3537008
15840;470;50-54;H;Pedregulho;SP;3537008
15841;448;55-59;H;Pedregulho;SP;3537008
15842;406;60-64;H;Pedregulho;SP;3537008
15843;369;65-69;H;Pedregulho;SP;3537008
15844;241;70-74;H;Pedregulho;SP;3537008
15845;173;75-79;H;Pedregulho;SP;3537008
15846;93;80-84;H;Pedregulho;SP;3537008
15847;48;85-89;H;Pedregulho;SP;3537008
15848;27;90+;H;Pedregulho;SP;3537008
15849;1146;00-04;M;Pedreira;SP;3537107
15850;1174;05-09;M;Pedreira;SP;3537107
15851;1132;10-14;M;Pedreira;SP;3537107
15852;1295;15-19;M;Pedreira;SP;3537107
15853;1481;20-24;M;Pedreira;SP;3537107
15854;1576;25-29;M;Pedreira;SP;3537107
15855;1767;30-34;M;Pedreira;SP;3537107
15856;1678;35-39;M;Pedreira;SP;3537107
15857;1860;40-44;M;Pedreira;SP;3537107
15858;1536;45-49;M;Pedreira;SP;3537107
15859;1543;50-54;M;Pedreira;SP;3537107
15860;1555;55-59;M;Pedreira;SP;3537107
15861;1286;60-64;M;Pedreira;SP;3537107
15862;1020;65-69;M;Pedreira;SP;3537107
15863;723;70-74;M;Pedreira;SP;3537107
15864;530;75-79;M;Pedreira;SP;3537107
15865;376;80-84;M;Pedreira;SP;3537107
15866;220;85-89;M;Pedreira;SP;3537107
15867;102;90+;M;Pedreira;SP;3537107
15868;1057;00-04;H;Pedreira;SP;3537107
15869;1251;05-09;H;Pedreira;SP;3537107
15870;1248;10-14;H;Pedreira;SP;3537107
15871;1351;15-19;H;Pedreira;SP;3537107
15872;1622;20-24;H;Pedreira;SP;3537107
15873;1579;25-29;H;Pedreira;SP;3537107
15874;1601;30-34;H;Pedreira;SP;3537107
15875;1835;35-39;H;Pedreira;SP;3537107
15876;1730;40-44;H;Pedreira;SP;3537107
15877;1534;45-49;H;Pedreira;SP;3537107
15878;1494;50-54;H;Pedreira;SP;3537107
15879;1341;55-59;H;Pedreira;SP;3537107
15880;1173;60-64;H;Pedreira;SP;3537107
15881;900;65-69;H;Pedreira;SP;3537107
15882;624;70-74;H;Pedreira;SP;3537107
15883;392;75-79;H;Pedreira;SP;3537107
15884;229;80-84;H;Pedreira;SP;3537107
15885;101;85-89;H;Pedreira;SP;3537107
15886;50;90+;H;Pedreira;SP;3537107
15887;67;00-04;M;Pedrinhas Paulista;SP;3537156
15888;82;05-09;M;Pedrinhas Paulista;SP;3537156
15889;75;10-14;M;Pedrinhas Paulista;SP;3537156
15890;64;15-19;M;Pedrinhas Paulista;SP;3537156
15891;83;20-24;M;Pedrinhas Paulista;SP;3537156
15892;98;25-29;M;Pedrinhas Paulista;SP;3537156
15893;85;30-34;M;Pedrinhas Paulista;SP;3537156
15894;97;35-39;M;Pedrinhas Paulista;SP;3537156
15895;113;40-44;M;Pedrinhas Paulista;SP;3537156
15896;106;45-49;M;Pedrinhas Paulista;SP;3537156
15897;114;50-54;M;Pedrinhas Paulista;SP;3537156
15898;109;55-59;M;Pedrinhas Paulista;SP;3537156
15899;97;60-64;M;Pedrinhas Paulista;SP;3537156
15900;93;65-69;M;Pedrinhas Paulista;SP;3537156
15901;61;70-74;M;Pedrinhas Paulista;SP;3537156
15902;47;75-79;M;Pedrinhas Paulista;SP;3537156
15903;22;80-84;M;Pedrinhas Paulista;SP;3537156
15904;18;85-89;M;Pedrinhas Paulista;SP;3537156
15905;9;90+;M;Pedrinhas Paulista;SP;3537156
15906;67;00-04;H;Pedrinhas Paulista;SP;3537156
15907;74;05-09;H;Pedrinhas Paulista;SP;3537156
15908;64;10-14;H;Pedrinhas Paulista;SP;3537156
15909;98;15-19;H;Pedrinhas Paulista;SP;3537156
15910;82;20-24;H;Pedrinhas Paulista;SP;3537156
15911;97;25-29;H;Pedrinhas Paulista;SP;3537156
15912;100;30-34;H;Pedrinhas Paulista;SP;3537156
15913;99;35-39;H;Pedrinhas Paulista;SP;3537156
15914;87;40-44;H;Pedrinhas Paulista;SP;3537156
15915;87;45-49;H;Pedrinhas Paulista;SP;3537156
15916;118;50-54;H;Pedrinhas Paulista;SP;3537156
15917;110;55-59;H;Pedrinhas Paulista;SP;3537156
15918;88;60-64;H;Pedrinhas Paulista;SP;3537156
15919;64;65-69;H;Pedrinhas Paulista;SP;3537156
15920;49;70-74;H;Pedrinhas Paulista;SP;3537156
15921;37;75-79;H;Pedrinhas Paulista;SP;3537156
15922;32;80-84;H;Pedrinhas Paulista;SP;3537156
15923;8;85-89;H;Pedrinhas Paulista;SP;3537156
15924;3;90+;H;Pedrinhas Paulista;SP;3537156
15925;289;00-04;M;Pedro de Toledo;SP;3537206
15926;409;05-09;M;Pedro de Toledo;SP;3537206
15927;342;10-14;M;Pedro de Toledo;SP;3537206
15928;372;15-19;M;Pedro de Toledo;SP;3537206
15929;317;20-24;M;Pedro de Toledo;SP;3537206
15930;340;25-29;M;Pedro de Toledo;SP;3537206
15931;429;30-34;M;Pedro de Toledo;SP;3537206
15932;390;35-39;M;Pedro de Toledo;SP;3537206
15933;387;40-44;M;Pedro de Toledo;SP;3537206
15934;345;45-49;M;Pedro de Toledo;SP;3537206
15935;376;50-54;M;Pedro de Toledo;SP;3537206
15936;390;55-59;M;Pedro de Toledo;SP;3537206
15937;370;60-64;M;Pedro de Toledo;SP;3537206
15938;287;65-69;M;Pedro de Toledo;SP;3537206
15939;211;70-74;M;Pedro de Toledo;SP;3537206
15940;133;75-79;M;Pedro de Toledo;SP;3537206
15941;69;80-84;M;Pedro de Toledo;SP;3537206
15942;23;85-89;M;Pedro de Toledo;SP;3537206
15943;27;90+;M;Pedro de Toledo;SP;3537206
15944;322;00-04;H;Pedro de Toledo;SP;3537206
15945;490;05-09;H;Pedro de Toledo;SP;3537206
15946;424;10-14;H;Pedro de Toledo;SP;3537206
15947;385;15-19;H;Pedro de Toledo;SP;3537206
15948;334;20-24;H;Pedro de Toledo;SP;3537206
15949;330;25-29;H;Pedro de Toledo;SP;3537206
15950;409;30-34;H;Pedro de Toledo;SP;3537206
15951;397;35-39;H;Pedro de Toledo;SP;3537206
15952;405;40-44;H;Pedro de Toledo;SP;3537206
15953;304;45-49;H;Pedro de Toledo;SP;3537206
15954;412;50-54;H;Pedro de Toledo;SP;3537206
15955;353;55-59;H;Pedro de Toledo;SP;3537206
15956;404;60-64;H;Pedro de Toledo;SP;3537206
15957;321;65-69;H;Pedro de Toledo;SP;3537206
15958;221;70-74;H;Pedro de Toledo;SP;3537206
15959;138;75-79;H;Pedro de Toledo;SP;3537206
15960;75;80-84;H;Pedro de Toledo;SP;3537206
15961;37;85-89;H;Pedro de Toledo;SP;3537206
15962;14;90+;H;Pedro de Toledo;SP;3537206
15963;1696;00-04;M;Penápolis;SP;3537305
15964;1869;05-09;M;Penápolis;SP;3537305
15965;1901;10-14;M;Penápolis;SP;3537305
15966;1793;15-19;M;Penápolis;SP;3537305
15967;2047;20-24;M;Penápolis;SP;3537305
15968;2047;25-29;M;Penápolis;SP;3537305
15969;2170;30-34;M;Penápolis;SP;3537305
15970;2364;35-39;M;Penápolis;SP;3537305
15971;2435;40-44;M;Penápolis;SP;3537305
15972;2233;45-49;M;Penápolis;SP;3537305
15973;2158;50-54;M;Penápolis;SP;3537305
15974;2159;55-59;M;Penápolis;SP;3537305
15975;2049;60-64;M;Penápolis;SP;3537305
15976;1661;65-69;M;Penápolis;SP;3537305
15977;1263;70-74;M;Penápolis;SP;3537305
15978;932;75-79;M;Penápolis;SP;3537305
15979;657;80-84;M;Penápolis;SP;3537305
15980;362;85-89;M;Penápolis;SP;3537305
15981;199;90+;M;Penápolis;SP;3537305
15982;1729;00-04;H;Penápolis;SP;3537305
15983;1908;05-09;H;Penápolis;SP;3537305
15984;1916;10-14;H;Penápolis;SP;3537305
15985;1916;15-19;H;Penápolis;SP;3537305
15986;2001;20-24;H;Penápolis;SP;3537305
15987;1993;25-29;H;Penápolis;SP;3537305
15988;2090;30-34;H;Penápolis;SP;3537305
15989;2228;35-39;H;Penápolis;SP;3537305
15990;2392;40-44;H;Penápolis;SP;3537305
15991;2059;45-49;H;Penápolis;SP;3537305
15992;2001;50-54;H;Penápolis;SP;3537305
15993;1882;55-59;H;Penápolis;SP;3537305
15994;1710;60-64;H;Penápolis;SP;3537305
15995;1410;65-69;H;Penápolis;SP;3537305
15996;1019;70-74;H;Penápolis;SP;3537305
15997;700;75-79;H;Penápolis;SP;3537305
15998;430;80-84;H;Penápolis;SP;3537305
15999;217;85-89;H;Penápolis;SP;3537305
16000;83;90+;H;Penápolis;SP;3537305
16001;608;00-04;M;Pereira Barreto;SP;3537404
16002;723;05-09;M;Pereira Barreto;SP;3537404
16003;728;10-14;M;Pereira Barreto;SP;3537404
16004;694;15-19;M;Pereira Barreto;SP;3537404
16005;711;20-24;M;Pereira Barreto;SP;3537404
16006;777;25-29;M;Pereira Barreto;SP;3537404
16007;846;30-34;M;Pereira Barreto;SP;3537404
16008;819;35-39;M;Pereira Barreto;SP;3537404
16009;915;40-44;M;Pereira Barreto;SP;3537404
16010;922;45-49;M;Pereira Barreto;SP;3537404
16011;970;50-54;M;Pereira Barreto;SP;3537404
16012;915;55-59;M;Pereira Barreto;SP;3537404
16013;816;60-64;M;Pereira Barreto;SP;3537404
16014;638;65-69;M;Pereira Barreto;SP;3537404
16015;509;70-74;M;Pereira Barreto;SP;3537404
16016;403;75-79;M;Pereira Barreto;SP;3537404
16017;235;80-84;M;Pereira Barreto;SP;3537404
16018;139;85-89;M;Pereira Barreto;SP;3537404
16019;62;90+;M;Pereira Barreto;SP;3537404
16020;654;00-04;H;Pereira Barreto;SP;3537404
16021;725;05-09;H;Pereira Barreto;SP;3537404
16022;767;10-14;H;Pereira Barreto;SP;3537404
16023;703;15-19;H;Pereira Barreto;SP;3537404
16024;706;20-24;H;Pereira Barreto;SP;3537404
16025;738;25-29;H;Pereira Barreto;SP;3537404
16026;878;30-34;H;Pereira Barreto;SP;3537404
16027;815;35-39;H;Pereira Barreto;SP;3537404
16028;880;40-44;H;Pereira Barreto;SP;3537404
16029;830;45-49;H;Pereira Barreto;SP;3537404
16030;890;50-54;H;Pereira Barreto;SP;3537404
16031;833;55-59;H;Pereira Barreto;SP;3537404
16032;653;60-64;H;Pereira Barreto;SP;3537404
16033;542;65-69;H;Pereira Barreto;SP;3537404
16034;429;70-74;H;Pereira Barreto;SP;3537404
16035;299;75-79;H;Pereira Barreto;SP;3537404
16036;192;80-84;H;Pereira Barreto;SP;3537404
16037;91;85-89;H;Pereira Barreto;SP;3537404
16038;40;90+;H;Pereira Barreto;SP;3537404
16039;249;00-04;M;Pereiras;SP;3537503
16040;306;05-09;M;Pereiras;SP;3537503
16041;282;10-14;M;Pereiras;SP;3537503
16042;280;15-19;M;Pereiras;SP;3537503
16043;284;20-24;M;Pereiras;SP;3537503
16044;294;25-29;M;Pereiras;SP;3537503
16045;308;30-34;M;Pereiras;SP;3537503
16046;351;35-39;M;Pereiras;SP;3537503
16047;300;40-44;M;Pereiras;SP;3537503
16048;277;45-49;M;Pereiras;SP;3537503
16049;320;50-54;M;Pereiras;SP;3537503
16050;278;55-59;M;Pereiras;SP;3537503
16051;269;60-64;M;Pereiras;SP;3537503
16052;187;65-69;M;Pereiras;SP;3537503
16053;154;70-74;M;Pereiras;SP;3537503
16054;97;75-79;M;Pereiras;SP;3537503
16055;61;80-84;M;Pereiras;SP;3537503
16056;33;85-89;M;Pereiras;SP;3537503
16057;27;90+;M;Pereiras;SP;3537503
16058;271;00-04;H;Pereiras;SP;3537503
16059;309;05-09;H;Pereiras;SP;3537503
16060;302;10-14;H;Pereiras;SP;3537503
16061;302;15-19;H;Pereiras;SP;3537503
16062;289;20-24;H;Pereiras;SP;3537503
16063;288;25-29;H;Pereiras;SP;3537503
16064;332;30-34;H;Pereiras;SP;3537503
16065;329;35-39;H;Pereiras;SP;3537503
16066;303;40-44;H;Pereiras;SP;3537503
16067;286;45-49;H;Pereiras;SP;3537503
16068;263;50-54;H;Pereiras;SP;3537503
16069;271;55-59;H;Pereiras;SP;3537503
16070;248;60-64;H;Pereiras;SP;3537503
16071;218;65-69;H;Pereiras;SP;3537503
16072;168;70-74;H;Pereiras;SP;3537503
16073;116;75-79;H;Pereiras;SP;3537503
16074;46;80-84;H;Pereiras;SP;3537503
16075;33;85-89;H;Pereiras;SP;3537503
16076;6;90+;H;Pereiras;SP;3537503
16077;1916;00-04;M;Peruíbe;SP;3537602
16078;2143;05-09;M;Peruíbe;SP;3537602
16079;2347;10-14;M;Peruíbe;SP;3537602
16080;2244;15-19;M;Peruíbe;SP;3537602
16081;2139;20-24;M;Peruíbe;SP;3537602
16082;2088;25-29;M;Peruíbe;SP;3537602
16083;2162;30-34;M;Peruíbe;SP;3537602
16084;2439;35-39;M;Peruíbe;SP;3537602
16085;2610;40-44;M;Peruíbe;SP;3537602
16086;2452;45-49;M;Peruíbe;SP;3537602
16087;2371;50-54;M;Peruíbe;SP;3537602
16088;2321;55-59;M;Peruíbe;SP;3537602
16089;2356;60-64;M;Peruíbe;SP;3537602
16090;2127;65-69;M;Peruíbe;SP;3537602
16091;1605;70-74;M;Peruíbe;SP;3537602
16092;992;75-79;M;Peruíbe;SP;3537602
16093;566;80-84;M;Peruíbe;SP;3537602
16094;313;85-89;M;Peruíbe;SP;3537602
16095;224;90+;M;Peruíbe;SP;3537602
16096;1901;00-04;H;Peruíbe;SP;3537602
16097;2249;05-09;H;Peruíbe;SP;3537602
16098;2448;10-14;H;Peruíbe;SP;3537602
16099;2446;15-19;H;Peruíbe;SP;3537602
16100;2235;20-24;H;Peruíbe;SP;3537602
16101;1964;25-29;H;Peruíbe;SP;3537602
16102;2008;30-34;H;Peruíbe;SP;3537602
16103;2240;35-39;H;Peruíbe;SP;3537602
16104;2418;40-44;H;Peruíbe;SP;3537602
16105;2127;45-49;H;Peruíbe;SP;3537602
16106;2019;50-54;H;Peruíbe;SP;3537602
16107;1970;55-59;H;Peruíbe;SP;3537602
16108;2021;60-64;H;Peruíbe;SP;3537602
16109;1847;65-69;H;Peruíbe;SP;3537602
16110;1396;70-74;H;Peruíbe;SP;3537602
16111;846;75-79;H;Peruíbe;SP;3537602
16112;486;80-84;H;Peruíbe;SP;3537602
16113;220;85-89;H;Peruíbe;SP;3537602
16114;96;90+;H;Peruíbe;SP;3537602
16115;126;00-04;M;Piacatu;SP;3537701
16116;157;05-09;M;Piacatu;SP;3537701
16117;189;10-14;M;Piacatu;SP;3537701
16118;142;15-19;M;Piacatu;SP;3537701
16119;174;20-24;M;Piacatu;SP;3537701
16120;180;25-29;M;Piacatu;SP;3537701
16121;204;30-34;M;Piacatu;SP;3537701
16122;221;35-39;M;Piacatu;SP;3537701
16123;219;40-44;M;Piacatu;SP;3537701
16124;171;45-49;M;Piacatu;SP;3537701
16125;191;50-54;M;Piacatu;SP;3537701
16126;212;55-59;M;Piacatu;SP;3537701
16127;161;60-64;M;Piacatu;SP;3537701
16128;151;65-69;M;Piacatu;SP;3537701
16129;102;70-74;M;Piacatu;SP;3537701
16130;85;75-79;M;Piacatu;SP;3537701
16131;66;80-84;M;Piacatu;SP;3537701
16132;19;85-89;M;Piacatu;SP;3537701
16133;15;90+;M;Piacatu;SP;3537701
16134;149;00-04;H;Piacatu;SP;3537701
16135;157;05-09;H;Piacatu;SP;3537701
16136;161;10-14;H;Piacatu;SP;3537701
16137;172;15-19;H;Piacatu;SP;3537701
16138;196;20-24;H;Piacatu;SP;3537701
16139;179;25-29;H;Piacatu;SP;3537701
16140;176;30-34;H;Piacatu;SP;3537701
16141;218;35-39;H;Piacatu;SP;3537701
16142;204;40-44;H;Piacatu;SP;3537701
16143;196;45-49;H;Piacatu;SP;3537701
16144;158;50-54;H;Piacatu;SP;3537701
16145;208;55-59;H;Piacatu;SP;3537701
16146;173;60-64;H;Piacatu;SP;3537701
16147;148;65-69;H;Piacatu;SP;3537701
16148;89;70-74;H;Piacatu;SP;3537701
16149;67;75-79;H;Piacatu;SP;3537701
16150;47;80-84;H;Piacatu;SP;3537701
16151;25;85-89;H;Piacatu;SP;3537701
16152;11;90+;H;Piacatu;SP;3537701
16153;1432;00-04;M;Piedade;SP;3537800
16154;1579;05-09;M;Piedade;SP;3537800
16155;1616;10-14;M;Piedade;SP;3537800
16156;1642;15-19;M;Piedade;SP;3537800
16157;1795;20-24;M;Piedade;SP;3537800
16158;1862;25-29;M;Piedade;SP;3537800
16159;1964;30-34;M;Piedade;SP;3537800
16160;2029;35-39;M;Piedade;SP;3537800
16161;2023;40-44;M;Piedade;SP;3537800
16162;1772;45-49;M;Piedade;SP;3537800
16163;1844;50-54;M;Piedade;SP;3537800
16164;1723;55-59;M;Piedade;SP;3537800
16165;1641;60-64;M;Piedade;SP;3537800
16166;1201;65-69;M;Piedade;SP;3537800
16167;889;70-74;M;Piedade;SP;3537800
16168;585;75-79;M;Piedade;SP;3537800
16169;442;80-84;M;Piedade;SP;3537800
16170;223;85-89;M;Piedade;SP;3537800
16171;111;90+;M;Piedade;SP;3537800
16172;1502;00-04;H;Piedade;SP;3537800
16173;1706;05-09;H;Piedade;SP;3537800
16174;1640;10-14;H;Piedade;SP;3537800
16175;1749;15-19;H;Piedade;SP;3537800
16176;1842;20-24;H;Piedade;SP;3537800
16177;1889;25-29;H;Piedade;SP;3537800
16178;1898;30-34;H;Piedade;SP;3537800
16179;2021;35-39;H;Piedade;SP;3537800
16180;2081;40-44;H;Piedade;SP;3537800
16181;1941;45-49;H;Piedade;SP;3537800
16182;1760;50-54;H;Piedade;SP;3537800
16183;1720;55-59;H;Piedade;SP;3537800
16184;1606;60-64;H;Piedade;SP;3537800
16185;1260;65-69;H;Piedade;SP;3537800
16186;869;70-74;H;Piedade;SP;3537800
16187;545;75-79;H;Piedade;SP;3537800
16188;319;80-84;H;Piedade;SP;3537800
16189;177;85-89;H;Piedade;SP;3537800
16190;72;90+;H;Piedade;SP;3537800
16191;810;00-04;M;Pilar do Sul;SP;3537909
16192;864;05-09;M;Pilar do Sul;SP;3537909
16193;888;10-14;M;Pilar do Sul;SP;3537909
16194;923;15-19;M;Pilar do Sul;SP;3537909
16195;979;20-24;M;Pilar do Sul;SP;3537909
16196;959;25-29;M;Pilar do Sul;SP;3537909
16197;974;30-34;M;Pilar do Sul;SP;3537909
