keypib;valorpib;anopib;setorpib;nomecidadepib;ufpib;codigoibge
18620;0;2014;Agropecuária;SÃO JOSÉ DO RIO PRETO;SP;3549805
18621;0;2014;Agropecuária;SÃO JOSÉ DOS CAMPOS;SP;3549904
18622;837218000;2014;Agropecuária;SÃO LOURENÇO DA SERRA;SP;3549953
18623;0;2014;Agropecuária;SÃO LUIZ DO PARAITINGA;SP;3550001
18624;110879000;2014;Agropecuária;SÃO MANUEL;SP;3550100
18625;;2014;Agropecuária;SÃO MIGUEL ARCANJO;SP;3550209
18626;0;2014;Agropecuária;SÃO PAULO;SP;3550308
18627;0;2014;Agropecuária;SÃO PEDRO;SP;3550407
18628;;2014;Agropecuária;SÃO PEDRO DO TURVO;SP;3550506
18629;0;2014;Agropecuária;SÃO ROQUE;SP;3550605
18630;6911737000;2014;Agropecuária;SÃO SEBASTIÃO;SP;3550704
18631;;2014;Agropecuária;SÃO SEBASTIÃO DA GRAMA;SP;3550803
18632;;2014;Agropecuária;SÃO SIMÃO;SP;3550902
18633;1969982000;2014;Agropecuária;SÃO VICENTE;SP;3551009
18634;;2014;Agropecuária;SARAPUÍ;SP;3551108
18635;;2014;Agropecuária;SARUTAIÁ;SP;3551207
18636;;2014;Agropecuária;SEBASTIANÓPOLIS DO SUL;SP;3551306
18637;;2014;Agropecuária;SERRA AZUL;SP;3551405
18638;0;2014;Agropecuária;SERRA NEGRA;SP;3551603
18639;;2014;Agropecuária;SERRANA;SP;3551504
18640;0;2014;Agropecuária;SERTÃOZINHO;SP;3551702
18641;0;2014;Agropecuária;SETE BARRAS;SP;3551801
18642;;2014;Agropecuária;SEVERÍNIA;SP;3551900
18643;9031908000;2014;Agropecuária;SILVEIRAS;SP;3552007
18644;;2014;Agropecuária;SOCORRO;SP;3552106
18645;0;2014;Agropecuária;SOROCABA;SP;3552205
18646;;2014;Agropecuária;SUD MENNUCCI;SP;3552304
18647;0;2014;Agropecuária;SUMARÉ;SP;3552403
18648;;2014;Agropecuária;SUZANÁPOLIS;SP;3552551
18649;0;2014;Agropecuária;SUZANO;SP;3552502
18650;;2014;Agropecuária;TABAPUÃ;SP;3552601
18651;;2014;Agropecuária;TABATINGA;SP;3552700
18652;119393000;2014;Agropecuária;TABOÃO DA SERRA;SP;3552809
18653;0;2014;Agropecuária;TACIBA;SP;3552908
18654;;2014;Agropecuária;TAGUAÍ;SP;3553005
18655;0;2014;Agropecuária;TAIAÇU;SP;3553104
18656;0;2014;Agropecuária;TAIÚVA;SP;3553203
18657;;2014;Agropecuária;TAMBAÚ;SP;3553302
18658;;2014;Agropecuária;TANABI;SP;3553401
18659;;2014;Agropecuária;TAPIRAÍ;SP;3553500
18660;;2014;Agropecuária;TAPIRATIBA;SP;3553609
18661;2571469000;2014;Agropecuária;TAQUARAL;SP;3553658
18662;0;2014;Agropecuária;TAQUARITINGA;SP;3553708
18663;;2014;Agropecuária;TAQUARITUBA;SP;3553807
18664;0;2014;Agropecuária;TAQUARIVAÍ;SP;3553856
18665;0;2014;Agropecuária;TARABAI;SP;3553906
18666;;2014;Agropecuária;TARUMÃ;SP;3553955
18667;0;2014;Agropecuária;TATUÍ;SP;3554003
18668;0;2014;Agropecuária;TAUBATÉ;SP;3554102
18669;0;2014;Agropecuária;TEJUPÁ;SP;3554201
18670;;2014;Agropecuária;TEODORO SAMPAIO;SP;3554300
18671;0;2014;Agropecuária;TERRA ROXA;SP;3554409
18672;;2014;Agropecuária;TIETÊ;SP;3554508
18673;0;2014;Agropecuária;TIMBURI;SP;3554607
18674;2128411000;2014;Agropecuária;TORRE DE PEDRA;SP;3554656
18675;;2014;Agropecuária;TORRINHA;SP;3554706
18676;8510378000;2014;Agropecuária;TRABIJU;SP;3554755
18677;5025762000;2014;Agropecuária;TREMEMBÉ;SP;3554805
18678;0;2014;Agropecuária;TRÊS FRONTEIRAS;SP;3554904
18679;0;2014;Agropecuária;TUIUTI;SP;3554953
18680;;2014;Agropecuária;TUPÃ;SP;3555000
18681;;2014;Agropecuária;TUPI PAULISTA;SP;3555109
18682;8140924000;2014;Agropecuária;TURIÚBA;SP;3555208
18683;0;2014;Agropecuária;TURMALINA;SP;3555307
18684;;2014;Agropecuária;UBARANA;SP;3555356
18685;0;2014;Agropecuária;UBATUBA;SP;3555406
18686;0;2014;Agropecuária;UBIRAJARA;SP;3555505
18687;;2014;Agropecuária;UCHOA;SP;3555604
18688;0;2014;Agropecuária;UNIÃO PAULISTA;SP;3555703
18689;;2014;Agropecuária;URÂNIA;SP;3555802
18690;6125913000;2014;Agropecuária;URU;SP;3555901
18691;;2014;Agropecuária;URUPÊS;SP;3556008
18692;;2014;Agropecuária;VALENTIM GENTIL;SP;3556107
18693;0;2014;Agropecuária;VALINHOS;SP;3556206
18694;0;2014;Agropecuária;VALPARAÍSO;SP;3556305
18695;6175522000;2014;Agropecuária;VARGEM;SP;3556354
18696;0;2014;Agropecuária;VARGEM GRANDE DO SUL;SP;3556404
18697;;2014;Agropecuária;VARGEM GRANDE PAULISTA;SP;3556453
18698;1408769000;2014;Agropecuária;VÁRZEA PAULISTA;SP;3556503
18699;;2014;Agropecuária;VERA CRUZ;SP;3556602
18700;0;2014;Agropecuária;VINHEDO;SP;3556701
18701;;2014;Agropecuária;VIRADOURO;SP;3556800
18702;;2014;Agropecuária;VISTA ALEGRE DO ALTO;SP;3556909
18703;5242979000;2014;Agropecuária;VITÓRIA BRASIL;SP;3556958
18704;6597765000;2014;Agropecuária;VOTORANTIM;SP;3557006
18705;0;2014;Agropecuária;VOTUPORANGA;SP;3557105
18706;;2014;Agropecuária;ZACARIAS;SP;3557154
18707;0;2015;Agropecuária;ADAMANTINA;SP;3500105
18708;0;2015;Agropecuária;ADOLFO;SP;3500204
18709;;2015;Agropecuária;AGUAÍ;SP;3500303
18710;;2015;Agropecuária;ÁGUAS DA PRATA;SP;3500402
18711;5739872000;2015;Agropecuária;ÁGUAS DE LINDÓIA;SP;3500501
18712;;2015;Agropecuária;ÁGUAS DE SANTA BÁRBARA;SP;3500550
18713;0;2015;Agropecuária;ÁGUAS DE SÃO PEDRO;SP;3500600
18714;0;2015;Agropecuária;AGUDOS;SP;3500709
18715;0;2015;Agropecuária;ALAMBARI;SP;3500758
18716;4556731000;2015;Agropecuária;ALFREDO MARCONDES;SP;3500808
18717;;2015;Agropecuária;ALTAIR;SP;3500907
18718;0;2015;Agropecuária;ALTINÓPOLIS;SP;3501004
18719;0;2015;Agropecuária;ALTO ALEGRE;SP;3501103
18720;745942000;2015;Agropecuária;ALUMÍNIO;SP;3501152
18721;;2015;Agropecuária;ÁLVARES FLORENCE;SP;3501202
18722;;2015;Agropecuária;ÁLVARES MACHADO;SP;3501301
18723;9213948000;2015;Agropecuária;ÁLVARO DE CARVALHO;SP;3501400
18724;8288093000;2015;Agropecuária;ALVINLÂNDIA;SP;3501509
18725;9686602000;2015;Agropecuária;AMERICANA;SP;3501608
18726;0;2015;Agropecuária;AMÉRICO BRASILIENSE;SP;3501707
18727;0;2015;Agropecuária;AMÉRICO DE CAMPOS;SP;3501806
18728;0;2015;Agropecuária;AMPARO;SP;3501905
18729;;2015;Agropecuária;ANALÂNDIA;SP;3502002
18730;0;2015;Agropecuária;ANDRADINA;SP;3502101
18731;;2015;Agropecuária;ANGATUBA;SP;3502200
18732;;2015;Agropecuária;ANHEMBI;SP;3502309
18733;0;2015;Agropecuária;ANHUMAS;SP;3502408
18734;1492146000;2015;Agropecuária;APARECIDA;SP;3502507
18735;;2015;Agropecuária;APARECIDA D'OESTE;SP;3502606
18736;;2015;Agropecuária;APIAÍ;SP;3502705
18737;1045489000;2015;Agropecuária;ARAÇARIGUAMA;SP;3502754
18738;0;2015;Agropecuária;ARAÇATUBA;SP;3502804
18739;;2015;Agropecuária;ARAÇOIABA DA SERRA;SP;3502903
18740;0;2015;Agropecuária;ARAMINA;SP;3503000
18741;0;2015;Agropecuária;ARANDU;SP;3503109
18742;1631384000;2015;Agropecuária;ARAPEÍ;SP;3503158
18743;0;2015;Agropecuária;ARARAQUARA;SP;3503208
18744;0;2015;Agropecuária;ARARAS;SP;3503307
18745;0;2015;Agropecuária;ARCO-ÍRIS;SP;3503356
18746;;2015;Agropecuária;AREALVA;SP;3503406
18747;7106928000;2015;Agropecuária;AREIAS;SP;3503505
18748;8265911000;2015;Agropecuária;AREIÓPOLIS;SP;3503604
18749;;2015;Agropecuária;ARIRANHA;SP;3503703
18750;;2015;Agropecuária;ARTUR NOGUEIRA;SP;3503802
18751;0;2015;Agropecuária;ARUJÁ;SP;3503901
18752;2588349000;2015;Agropecuária;ASPÁSIA;SP;3503950
18753;0;2015;Agropecuária;ASSIS;SP;3504008
18754;0;2015;Agropecuária;ATIBAIA;SP;3504107
18755;0;2015;Agropecuária;AURIFLAMA;SP;3504206
18756;;2015;Agropecuária;AVAÍ;SP;3504305
18757;;2015;Agropecuária;AVANHANDAVA;SP;3504404
18758;0;2015;Agropecuária;AVARÉ;SP;3504503
18759;;2015;Agropecuária;BADY BASSITT;SP;3504602
18760;6729718000;2015;Agropecuária;BALBINOS;SP;3504701
18761;;2015;Agropecuária;BÁLSAMO;SP;3504800
18762;8240357000;2015;Agropecuária;BANANAL;SP;3504909
18763;0;2015;Agropecuária;BARÃO DE ANTONINA;SP;3505005
18764;6350203000;2015;Agropecuária;BARBOSA;SP;3505104
18765;0;2015;Agropecuária;BARIRI;SP;3505203
18766;;2015;Agropecuária;BARRA BONITA;SP;3505302
18767;0;2015;Agropecuária;BARRA DO CHAPÉU;SP;3505351
18768;4299042000;2015;Agropecuária;BARRA DO TURVO;SP;3505401
18769;0;2015;Agropecuária;BARRETOS;SP;3505500
18770;0;2015;Agropecuária;BARRINHA;SP;3505609
18771;248966000;2015;Agropecuária;BARUERI;SP;3505708
18772;;2015;Agropecuária;BASTOS;SP;3505807
18773;0;2015;Agropecuária;BATATAIS;SP;3505906
18774;0;2015;Agropecuária;BAURU;SP;3506003
18775;0;2015;Agropecuária;BEBEDOURO;SP;3506102
18776;;2015;Agropecuária;BENTO DE ABREU;SP;3506201
18777;;2015;Agropecuária;BERNARDINO DE CAMPOS;SP;3506300
18778;4428044000;2015;Agropecuária;BERTIOGA;SP;3506359
18779;0;2015;Agropecuária;BILAC;SP;3506409
18780;0;2015;Agropecuária;BIRIGUI;SP;3506508
18781;353833000;2015;Agropecuária;BIRITIBA MIRIM;SP;3506607
18782;;2015;Agropecuária;BOA ESPERANÇA DO SUL;SP;3506706
18783;;2015;Agropecuária;BOCAINA;SP;3506805
18784;;2015;Agropecuária;BOFETE;SP;3506904
18785;0;2015;Agropecuária;BOITUVA;SP;3507001
18786;9535946000;2015;Agropecuária;BOM JESUS DOS PERDÕES;SP;3507100
18787;6612000;2015;Agropecuária;BOM SUCESSO DE ITARARÉ;SP;3507159
18788;8168918000;2015;Agropecuária;BORÁ;SP;3507209
18789;;2015;Agropecuária;BORACÉIA;SP;3507308
18790;;2015;Agropecuária;BORBOREMA;SP;3507407
18791;9336962000;2015;Agropecuária;BOREBI;SP;3507456
18792;0;2015;Agropecuária;BOTUCATU;SP;3507506
18793;0;2015;Agropecuária;BRAGANÇA PAULISTA;SP;3507605
18794;0;2015;Agropecuária;BRAÚNA;SP;3507704
18795;7353372000;2015;Agropecuária;BREJO ALEGRE;SP;3507753
18796;;2015;Agropecuária;BRODOWSKI;SP;3507803
18797;;2015;Agropecuária;BROTAS;SP;3507902
18798;;2015;Agropecuária;BURI;SP;3508009
18799;0;2015;Agropecuária;BURITAMA;SP;3508108
18800;;2015;Agropecuária;BURITIZAL;SP;3508207
18801;;2015;Agropecuária;CABRÁLIA PAULISTA;SP;3508306
18802;0;2015;Agropecuária;CABREÚVA;SP;3508405
18803;0;2015;Agropecuária;CAÇAPAVA;SP;3508504
18804;0;2015;Agropecuária;CACHOEIRA PAULISTA;SP;3508603
18805;;2015;Agropecuária;CACONDE;SP;3508702
18806;;2015;Agropecuária;CAFELÂNDIA;SP;3508801
18807;0;2015;Agropecuária;CAIABU;SP;3508900
18808;2359618000;2015;Agropecuária;CAIEIRAS;SP;3509007
18809;0;2015;Agropecuária;CAIUÁ;SP;3509106
18810;166256000;2015;Agropecuária;CAJAMAR;SP;3509205
18811;;2015;Agropecuária;CAJATI;SP;3509254
18812;0;2015;Agropecuária;CAJOBI;SP;3509304
18813;0;2015;Agropecuária;CAJURU;SP;3509403
18814;;2015;Agropecuária;CAMPINA DO MONTE ALEGRE;SP;3509452
18815;0;2015;Agropecuária;CAMPINAS;SP;3509502
18816;8140764000;2015;Agropecuária;CAMPO LIMPO PAULISTA;SP;3509601
18817;4458599000;2015;Agropecuária;CAMPOS DO JORDÃO;SP;3509700
18818;0;2015;Agropecuária;CAMPOS NOVOS PAULISTA;SP;3509809
18819;;2015;Agropecuária;CANANÉIA;SP;3509908
18820;1798625000;2015;Agropecuária;CANAS;SP;3509957
18821;0;2015;Agropecuária;CÂNDIDO MOTA;SP;3510005
18822;0;2015;Agropecuária;CÂNDIDO RODRIGUES;SP;3510104
18823;5375294000;2015;Agropecuária;CANITAR;SP;3510153
18824;;2015;Agropecuária;CAPÃO BONITO;SP;3510203
18825;;2015;Agropecuária;CAPELA DO ALTO;SP;3510302
18826;;2015;Agropecuária;CAPIVARI;SP;3510401
18827;8711238000;2015;Agropecuária;CARAGUATATUBA;SP;3510500
18828;177833000;2015;Agropecuária;CARAPICUÍBA;SP;3510609
18829;;2015;Agropecuária;CARDOSO;SP;3510708
18830;;2015;Agropecuária;CASA BRANCA;SP;3510807
18831;0;2015;Agropecuária;CÁSSIA DOS COQUEIROS;SP;3510906
18832;;2015;Agropecuária;CASTILHO;SP;3511003
18833;0;2015;Agropecuária;CATANDUVA;SP;3511102
18834;0;2015;Agropecuária;CATIGUÁ;SP;3511201
18835;;2015;Agropecuária;CEDRAL;SP;3511300
18836;;2015;Agropecuária;CERQUEIRA CÉSAR;SP;3511409
18837;;2015;Agropecuária;CERQUILHO;SP;3511508
18838;0;2015;Agropecuária;CESÁRIO LANGE;SP;3511607
18839;;2015;Agropecuária;CHARQUEADA;SP;3511706
18840;;2015;Agropecuária;CHAVANTES;SP;3557204
18841;;2015;Agropecuária;CLEMENTINA;SP;3511904
18842;0;2015;Agropecuária;COLINA;SP;3512001
18843;;2015;Agropecuária;COLÔMBIA;SP;3512100
18844;;2015;Agropecuária;CONCHAL;SP;3512209
18845;;2015;Agropecuária;CONCHAS;SP;3512308
18846;0;2015;Agropecuária;CORDEIRÓPOLIS;SP;3512407
18847;;2015;Agropecuária;COROADOS;SP;3512506
18848;0;2015;Agropecuária;CORONEL MACEDO;SP;3512605
18849;0;2015;Agropecuária;CORUMBATAÍ;SP;3512704
18850;0;2015;Agropecuária;COSMÓPOLIS;SP;3512803
18851;;2015;Agropecuária;COSMORAMA;SP;3512902
18852;0;2015;Agropecuária;COTIA;SP;3513009
18853;0;2015;Agropecuária;CRAVINHOS;SP;3513108
18854;0;2015;Agropecuária;CRISTAIS PAULISTA;SP;3513207
18855;0;2015;Agropecuária;CRUZÁLIA;SP;3513306
18856;5568254000;2015;Agropecuária;CRUZEIRO;SP;3513405
18857;711332000;2015;Agropecuária;CUBATÃO;SP;3513504
18858;;2015;Agropecuária;CUNHA;SP;3513603
18859;;2015;Agropecuária;DESCALVADO;SP;3513702
18860;604632000;2015;Agropecuária;DIADEMA;SP;3513801
18861;5577824000;2015;Agropecuária;DIRCE REIS;SP;3513850
18862;;2015;Agropecuária;DIVINOLÂNDIA;SP;3513900
18863;;2015;Agropecuária;DOBRADA;SP;3514007
18864;;2015;Agropecuária;DOIS CÓRREGOS;SP;3514106
18865;7430372000;2015;Agropecuária;DOLCINÓPOLIS;SP;3514205
18866;0;2015;Agropecuária;DOURADO;SP;3514304
18867;0;2015;Agropecuária;DRACENA;SP;3514403
18868;0;2015;Agropecuária;DUARTINA;SP;3514502
18869;0;2015;Agropecuária;DUMONT;SP;3514601
18870;0;2015;Agropecuária;ECHAPORÃ;SP;3514700
18871;0;2015;Agropecuária;ELDORADO;SP;3514809
18872;0;2015;Agropecuária;ELIAS FAUSTO;SP;3514908
18873;0;2015;Agropecuária;ELISIÁRIO;SP;3514924
18874;0;2015;Agropecuária;EMBAÚBA;SP;3514957
18875;0;2015;Agropecuária;EMBU DAS ARTES;SP;3515004
18876;1833439000;2015;Agropecuária;EMBU-GUAÇU;SP;3515103
18877;0;2015;Agropecuária;EMILIANÓPOLIS;SP;3515129
18878;;2015;Agropecuária;ENGENHEIRO COELHO;SP;3515152
18879;;2015;Agropecuária;ESPÍRITO SANTO DO PINHAL;SP;3515186
18880;;2015;Agropecuária;ESPÍRITO SANTO DO TURVO;SP;3515194
18881;;2015;Agropecuária;ESTIVA GERBI;SP;3557303
18882;;2015;Agropecuária;ESTRELA D'OESTE;SP;3515202
18883;0;2015;Agropecuária;ESTRELA DO NORTE;SP;3515301
18884;0;2015;Agropecuária;EUCLIDES DA CUNHA PAULISTA;SP;3515350
18885;;2015;Agropecuária;FARTURA;SP;3515400
18886;;2015;Agropecuária;FERNANDO PRESTES;SP;3515608
18887;0;2015;Agropecuária;FERNANDÓPOLIS;SP;3515509
18888;;2015;Agropecuária;FERNÃO;SP;3515657
18889;1842546000;2015;Agropecuária;FERRAZ DE VASCONCELOS;SP;3515707
18890;0;2015;Agropecuária;FLORA RICA;SP;3515806
18891;0;2015;Agropecuária;FLOREAL;SP;3515905
18892;;2015;Agropecuária;FLÓRIDA PAULISTA;SP;3516002
18893;0;2015;Agropecuária;FLORÍNEA;SP;3516101
18894;0;2015;Agropecuária;FRANCA;SP;3516200
18895;289731000;2015;Agropecuária;FRANCISCO MORATO;SP;3516309
18896;2880315000;2015;Agropecuária;FRANCO DA ROCHA;SP;3516408
18897;9925923000;2015;Agropecuária;GABRIEL MONTEIRO;SP;3516507
18898;;2015;Agropecuária;GÁLIA;SP;3516606
18899;61746000;2015;Agropecuária;GARÇA;SP;3516705
18900;0;2015;Agropecuária;GASTÃO VIDIGAL;SP;3516804
18901;;2015;Agropecuária;GAVIÃO PEIXOTO;SP;3516853
18902;;2015;Agropecuária;GENERAL SALGADO;SP;3516903
18903;;2015;Agropecuária;GETULINA;SP;3517000
18904;;2015;Agropecuária;GLICÉRIO;SP;3517109
18905;;2015;Agropecuária;GUAIÇARA;SP;3517208
18906;0;2015;Agropecuária;GUAIMBÊ;SP;3517307
18907;0;2015;Agropecuária;GUAÍRA;SP;3517406
18908;;2015;Agropecuária;GUAPIAÇU;SP;3517505
18909;;2015;Agropecuária;GUAPIARA;SP;3517604
18910;0;2015;Agropecuária;GUARÁ;SP;3517703
18911;;2015;Agropecuária;GUARAÇAÍ;SP;3517802
18912;;2015;Agropecuária;GUARACI;SP;3517901
18913;4102917000;2015;Agropecuária;GUARANI D'OESTE;SP;3518008
18914;;2015;Agropecuária;GUARANTÃ;SP;3518107
18915;;2015;Agropecuária;GUARARAPES;SP;3518206
18916;0;2015;Agropecuária;GUARAREMA;SP;3518305
18917;0;2015;Agropecuária;GUARATINGUETÁ;SP;3518404
18918;;2015;Agropecuária;GUAREÍ;SP;3518503
18919;;2015;Agropecuária;GUARIBA;SP;3518602
18920;0;2015;Agropecuária;GUARUJÁ;SP;3518701
18921;0;2015;Agropecuária;GUARULHOS;SP;3518800
18922;0;2015;Agropecuária;GUATAPARÁ;SP;3518859
18923;9358846000;2015;Agropecuária;GUZOLÂNDIA;SP;3518909
18924;;2015;Agropecuária;HERCULÂNDIA;SP;3519006
18925;;2015;Agropecuária;HOLAMBRA;SP;3519055
18926;1014883000;2015;Agropecuária;HORTOLÂNDIA;SP;3519071
18927;0;2015;Agropecuária;IACANGA;SP;3519105
18928;0;2015;Agropecuária;IACRI;SP;3519204
18929;3236083000;2015;Agropecuária;IARAS;SP;3519253
18930;;2015;Agropecuária;IBATÉ;SP;3519303
18931;;2015;Agropecuária;IBIRÁ;SP;3519402
18932;;2015;Agropecuária;IBIRAREMA;SP;3519501
18933;;2015;Agropecuária;IBITINGA;SP;3519600
18934;;2015;Agropecuária;IBIÚNA;SP;3519709
18935;;2015;Agropecuária;ICÉM;SP;3519808
18936;0;2015;Agropecuária;IEPÊ;SP;3519907
18937;9539726000;2015;Agropecuária;IGARAÇU DO TIETÊ;SP;3520004
18938;;2015;Agropecuária;IGARAPAVA;SP;3520103
18939;;2015;Agropecuária;IGARATÁ;SP;3520202
18940;;2015;Agropecuária;IGUAPE;SP;3520301
18941;2987596000;2015;Agropecuária;ILHA COMPRIDA;SP;3520426
18942;0;2015;Agropecuária;ILHA SOLTEIRA;SP;3520442
18943;3542817000;2015;Agropecuária;ILHABELA;SP;3520400
18944;0;2015;Agropecuária;INDAIATUBA;SP;3520509
18945;0;2015;Agropecuária;INDIANA;SP;3520608
18946;0;2015;Agropecuária;INDIAPORÃ;SP;3520707
18947;7523037000;2015;Agropecuária;INÚBIA PAULISTA;SP;3520806
18948;;2015;Agropecuária;IPAUSSU;SP;3520905
18949;;2015;Agropecuária;IPERÓ;SP;3521002
18950;;2015;Agropecuária;IPEÚNA;SP;3521101
18951;0;2015;Agropecuária;IPIGUÁ;SP;3521150
18952;2346543000;2015;Agropecuária;IPORANGA;SP;3521200
18953;;2015;Agropecuária;IPUÃ;SP;3521309
18954;;2015;Agropecuária;IRACEMÁPOLIS;SP;3521408
18955;0;2015;Agropecuária;IRAPUÃ;SP;3521507
18956;0;2015;Agropecuária;IRAPURU;SP;3521606
18957;0;2015;Agropecuária;ITABERÁ;SP;3521705
18958;;2015;Agropecuária;ITAÍ;SP;3521804
18959;;2015;Agropecuária;ITAJOBI;SP;3521903
18960;0;2015;Agropecuária;ITAJU;SP;3522000
18961;;2015;Agropecuária;ITANHAÉM;SP;3522109
18962;3958141000;2015;Agropecuária;ITAOCA;SP;3522158
18963;0;2015;Agropecuária;ITAPECERICA DA SERRA;SP;3522208
18964;0;2015;Agropecuária;ITAPETININGA;SP;3522307
18965;0;2015;Agropecuária;ITAPEVA;SP;3522406
18966;195616000;2015;Agropecuária;ITAPEVI;SP;3522505
18967;0;2015;Agropecuária;ITAPIRA;SP;3522604
18968;2746147000;2015;Agropecuária;ITAPIRAPUÃ PAULISTA;SP;3522653
18969;;2015;Agropecuária;ITÁPOLIS;SP;3522703
18970;0;2015;Agropecuária;ITAPORANGA;SP;3522802
18971;;2015;Agropecuária;ITAPUÍ;SP;3522901
18972;;2015;Agropecuária;ITAPURA;SP;3523008
18973;0;2015;Agropecuária;ITAQUAQUECETUBA;SP;3523107
18974;;2015;Agropecuária;ITARARÉ;SP;3523206
18975;0;2015;Agropecuária;ITARIRI;SP;3523305
18976;0;2015;Agropecuária;ITATIBA;SP;3523404
18977;;2015;Agropecuária;ITATINGA;SP;3523503
18978;;2015;Agropecuária;ITIRAPINA;SP;3523602
18979;0;2015;Agropecuária;ITIRAPUÃ;SP;3523701
18980;0;2015;Agropecuária;ITOBI;SP;3523800
18981;0;2015;Agropecuária;ITU;SP;3523909
18982;0;2015;Agropecuária;ITUPEVA;SP;3524006
18983;0;2015;Agropecuária;ITUVERAVA;SP;3524105
18984;0;2015;Agropecuária;JABORANDI;SP;3524204
18985;0;2015;Agropecuária;JABOTICABAL;SP;3524303
18986;0;2015;Agropecuária;JACAREÍ;SP;3524402
18987;;2015;Agropecuária;JACI;SP;3524501
18988;;2015;Agropecuária;JACUPIRANGA;SP;3524600
18989;0;2015;Agropecuária;JAGUARIÚNA;SP;3524709
18990;0;2015;Agropecuária;JALES;SP;3524808
18991;5563823000;2015;Agropecuária;JAMBEIRO;SP;3524907
18992;391233000;2015;Agropecuária;JANDIRA;SP;3525003
18993;;2015;Agropecuária;JARDINÓPOLIS;SP;3525102
18994;0;2015;Agropecuária;JARINU;SP;3525201
18995;0;2015;Agropecuária;JAÚ;SP;3525300
18996;0;2015;Agropecuária;JERIQUARA;SP;3525409
18997;;2015;Agropecuária;JOANÓPOLIS;SP;3525508
18998;0;2015;Agropecuária;JOÃO RAMALHO;SP;3525607
18999;;2015;Agropecuária;JOSÉ BONIFÁCIO;SP;3525706
19000;2473387000;2015;Agropecuária;JÚLIO MESQUITA;SP;3525805
19001;4576341000;2015;Agropecuária;JUMIRIM;SP;3525854
19002;0;2015;Agropecuária;JUNDIAÍ;SP;3525904
19003;;2015;Agropecuária;JUNQUEIRÓPOLIS;SP;3526001
19004;;2015;Agropecuária;JUQUIÁ;SP;3526100
19005;664177000;2015;Agropecuária;JUQUITIBA;SP;3526209
19006;5983717000;2015;Agropecuária;LAGOINHA;SP;3526308
19007;;2015;Agropecuária;LARANJAL PAULISTA;SP;3526407
19008;0;2015;Agropecuária;LAVÍNIA;SP;3526506
19009;4037929000;2015;Agropecuária;LAVRINHAS;SP;3526605
19010;0;2015;Agropecuária;LEME;SP;3526704
19011;0;2015;Agropecuária;LENÇÓIS PAULISTA;SP;3526803
19012;0;2015;Agropecuária;LIMEIRA;SP;3526902
19013;4686217000;2015;Agropecuária;LINDÓIA;SP;3527009
19014;0;2015;Agropecuária;LINS;SP;3527108
19015;0;2015;Agropecuária;LORENA;SP;3527207
19016;8322181000;2015;Agropecuária;LOURDES;SP;3527256
19017;0;2015;Agropecuária;LOUVEIRA;SP;3527306
19018;;2015;Agropecuária;LUCÉLIA;SP;3527405
19019;9019082000;2015;Agropecuária;LUCIANÓPOLIS;SP;3527504
19020;0;2015;Agropecuária;LUÍS ANTÔNIO;SP;3527603
19021;0;2015;Agropecuária;LUIZIÂNIA;SP;3527702
19022;8633942000;2015;Agropecuária;LUPÉRCIO;SP;3527801
19023;0;2015;Agropecuária;LUTÉCIA;SP;3527900
19024;;2015;Agropecuária;MACATUBA;SP;3528007
19025;0;2015;Agropecuária;MACAUBAL;SP;3528106
19026;;2015;Agropecuária;MACEDÔNIA;SP;3528205
19027;0;2015;Agropecuária;MAGDA;SP;3528304
19028;0;2015;Agropecuária;MAIRINQUE;SP;3528403
19029;1268102000;2015;Agropecuária;MAIRIPORÃ;SP;3528502
19030;;2015;Agropecuária;MANDURI;SP;3528601
19031;;2015;Agropecuária;MARABÁ PAULISTA;SP;3528700
19032;;2015;Agropecuária;MARACAÍ;SP;3528809
19033;;2015;Agropecuária;MARAPOAMA;SP;3528858
19034;0;2015;Agropecuária;MARIÁPOLIS;SP;3528908
19035;0;2015;Agropecuária;MARÍLIA;SP;3529005
19036;0;2015;Agropecuária;MARINÓPOLIS;SP;3529104
19037;;2015;Agropecuária;MARTINÓPOLIS;SP;3529203
19038;0;2015;Agropecuária;MATÃO;SP;3529302
19039;775297000;2015;Agropecuária;MAUÁ;SP;3529401
19040;;2015;Agropecuária;MENDONÇA;SP;3529500
19041;0;2015;Agropecuária;MERIDIANO;SP;3529609
19042;0;2015;Agropecuária;MESÓPOLIS;SP;3529658
19043;;2015;Agropecuária;MIGUELÓPOLIS;SP;3529708
19044;;2015;Agropecuária;MINEIROS DO TIETÊ;SP;3529807
19045;0;2015;Agropecuária;MIRA ESTRELA;SP;3530003
19046;;2015;Agropecuária;MIRACATU;SP;3529906
19047;;2015;Agropecuária;MIRANDÓPOLIS;SP;3530102
19048;0;2015;Agropecuária;MIRANTE DO PARANAPANEMA;SP;3530201
19049;0;2015;Agropecuária;MIRASSOL;SP;3530300
19050;0;2015;Agropecuária;MIRASSOLÂNDIA;SP;3530409
19051;;2015;Agropecuária;MOCOCA;SP;3530508
19052;369375000;2015;Agropecuária;MOGI DAS CRUZES;SP;3530607
19053;0;2015;Agropecuária;MOGI GUAÇU;SP;3530706
19054;125896000;2015;Agropecuária;MOGI MIRIM;SP;3530805
19055;0;2015;Agropecuária;MOMBUCA;SP;3530904
19056;;2015;Agropecuária;MONÇÕES;SP;3531001
19057;5422563000;2015;Agropecuária;MONGAGUÁ;SP;3531100
