keypib;valorpib;anopib;setorpib;nomecidadepib;ufpib;codigoibge
470;3234394000;2010;Indústria;QUADRA;SP;3541653
471;;2010;Indústria;QUATÁ;SP;3541703
472;0;2010;Indústria;QUEIROZ;SP;3541802
473;9073251000;2010;Indústria;QUELUZ;SP;3541901
474;;2010;Indústria;QUINTANA;SP;3542008
475;;2010;Indústria;RAFARD;SP;3542107
476;;2010;Indústria;RANCHARIA;SP;3542206
477;2345464000;2010;Indústria;REDENÇÃO DA SERRA;SP;3542305
478;;2010;Indústria;REGENTE FEIJÓ;SP;3542404
479;4389209000;2010;Indústria;REGINÓPOLIS;SP;3542503
480;;2010;Indústria;REGISTRO;SP;3542602
481;;2010;Indústria;RESTINGA;SP;3542701
482;0;2010;Indústria;RIBEIRA;SP;3542800
483;;2010;Indústria;RIBEIRÃO BONITO;SP;3542909
484;9387903000;2010;Indústria;RIBEIRÃO BRANCO;SP;3543006
485;6792419000;2010;Indústria;RIBEIRÃO CORRENTE;SP;3543105
486;8107872000;2010;Indústria;RIBEIRÃO DO SUL;SP;3543204
487;1548633000;2010;Indústria;RIBEIRÃO DOS ÍNDIOS;SP;3543238
488;0;2010;Indústria;RIBEIRÃO GRANDE;SP;3543253
489;541432000;2010;Indústria;RIBEIRÃO PIRES;SP;3543303
490;2798894000;2010;Indústria;RIBEIRÃO PRETO;SP;3543402
491;3156771000;2010;Indústria;RIFAINA;SP;3543600
492;;2010;Indústria;RINCÃO;SP;3543709
493;9800075000;2010;Indústria;RINÓPOLIS;SP;3543808
494;2188438000;2010;Indústria;RIO CLARO;SP;3543907
495;0;2010;Indústria;RIO DAS PEDRAS;SP;3544004
496;0;2010;Indústria;RIO GRANDE DA SERRA;SP;3544103
497;9158768000;2010;Indústria;RIOLÂNDIA;SP;3544202
498;2288533000;2010;Indústria;RIVERSUL;SP;3543501
499;;2010;Indústria;ROSANA;SP;3544251
500;0;2010;Indústria;ROSEIRA;SP;3544301
501;0;2010;Indústria;RUBIÁCEA;SP;3544400
502;1876835000;2010;Indústria;RUBINÉIA;SP;3544509
503;6113941000;2010;Indústria;SABINO;SP;3544608
504;1650271000;2010;Indústria;SAGRES;SP;3544707
505;;2010;Indústria;SALES;SP;3544806
506;;2010;Indústria;SALES OLIVEIRA;SP;3544905
507;8126165000;2010;Indústria;SALESÓPOLIS;SP;3545001
508;3080974000;2010;Indústria;SALMOURÃO;SP;3545100
509;;2010;Indústria;SALTINHO;SP;3545159
510;0;2010;Indústria;SALTO;SP;3545209
511;0;2010;Indústria;SALTO DE PIRAPORA;SP;3545308
512;;2010;Indústria;SALTO GRANDE;SP;3545407
513;;2010;Indústria;SANDOVALINA;SP;3545506
514;9597476000;2010;Indústria;SANTA ADÉLIA;SP;3545605
515;0;2010;Indústria;SANTA ALBERTINA;SP;3545704
516;1218232000;2010;Indústria;SANTA BÁRBARA D'OESTE;SP;3545803
517;0;2010;Indústria;SANTA BRANCA;SP;3546009
518;1142869000;2010;Indústria;SANTA CLARA D'OESTE;SP;3546108
519;;2010;Indústria;SANTA CRUZ DA CONCEIÇÃO;SP;3546207
520;1358344000;2010;Indústria;SANTA CRUZ DA ESPERANÇA;SP;3546256
521;;2010;Indústria;SANTA CRUZ DAS PALMEIRAS;SP;3546306
522;;2010;Indústria;SANTA CRUZ DO RIO PARDO;SP;3546405
523;4272884000;2010;Indústria;SANTA ERNESTINA;SP;3546504
524;;2010;Indústria;SANTA FÉ DO SUL;SP;3546603
525;0;2010;Indústria;SANTA GERTRUDES;SP;3546702
526;;2010;Indústria;SANTA ISABEL;SP;3546801
527;7418414000;2010;Indústria;SANTA LÚCIA;SP;3546900
528;9855456000;2010;Indústria;SANTA MARIA DA SERRA;SP;3547007
529;2396586000;2010;Indústria;SANTA MERCEDES;SP;3547106
530;1291314000;2010;Indústria;SANTA RITA D'OESTE;SP;3547403
531;;2010;Indústria;SANTA RITA DO PASSA QUATRO;SP;3547502
532;;2010;Indústria;SANTA ROSA DE VITERBO;SP;3547601
533;914117000;2010;Indústria;SANTA SALETE;SP;3547650
534;1100912000;2010;Indústria;SANTANA DA PONTE PENSA;SP;3547205
535;1035368000;2010;Indústria;SANTANA DE PARNAÍBA;SP;3547304
536;;2010;Indústria;SANTO ANASTÁCIO;SP;3547700
537;4443765000;2010;Indústria;SANTO ANDRÉ;SP;3547809
538;;2010;Indústria;SANTO ANTÔNIO DA ALEGRIA;SP;3547908
539;0;2010;Indústria;SANTO ANTÔNIO DE POSSE;SP;3548005
540;;2010;Indústria;SANTO ANTÔNIO DO ARACANGUÁ;SP;3548054
541;7725811000;2010;Indústria;SANTO ANTÔNIO DO JARDIM;SP;3548104
542;3869769000;2010;Indústria;SANTO ANTÔNIO DO PINHAL;SP;3548203
543;1545486000;2010;Indústria;SANTO EXPEDITO;SP;3548302
544;3072406000;2010;Indústria;SANTÓPOLIS DO AGUAPEÍ;SP;3548401
545;1277602000;2010;Indústria;SANTOS;SP;3548500
546;7063082000;2010;Indústria;SÃO BENTO DO SAPUCAÍ;SP;3548609
547;14190334000;2010;Indústria;SÃO BERNARDO DO CAMPO;SP;3548708
548;3444433000;2010;Indústria;SÃO CAETANO DO SUL;SP;3548807
549;2439041000;2010;Indústria;SÃO CARLOS;SP;3548906
550;1509681000;2010;Indústria;SÃO FRANCISCO;SP;3549003
551;;2010;Indústria;SÃO JOÃO DA BOA VISTA;SP;3549102
552;1522654000;2010;Indústria;SÃO JOÃO DAS DUAS PONTES;SP;3549201
553;1178565000;2010;Indústria;SÃO JOÃO DE IRACEMA;SP;3549250
554;938735000;2010;Indústria;SÃO JOÃO DO PAU D'ALHO;SP;3549300
555;;2010;Indústria;SÃO JOAQUIM DA BARRA;SP;3549409
556;4672098000;2010;Indústria;SÃO JOSÉ DA BELA VISTA;SP;3549508
557;1762888000;2010;Indústria;SÃO JOSÉ DO BARREIRO;SP;3549607
558;385860000;2010;Indústria;SÃO JOSÉ DO RIO PARDO;SP;3549706
559;1432605000;2010;Indústria;SÃO JOSÉ DO RIO PRETO;SP;3549805
560;10619747000;2010;Indústria;SÃO JOSÉ DOS CAMPOS;SP;3549904
561;0;2010;Indústria;SÃO LOURENÇO DA SERRA;SP;3549953
562;;2010;Indústria;SÃO LUIZ DO PARAITINGA;SP;3550001
563;;2010;Indústria;SÃO MANUEL;SP;3550100
564;;2010;Indústria;SÃO MIGUEL ARCANJO;SP;3550209
565;57881159000;2010;Indústria;SÃO PAULO;SP;3550308
566;;2010;Indústria;SÃO PEDRO;SP;3550407
567;;2010;Indústria;SÃO PEDRO DO TURVO;SP;3550506
568;333621000;2010;Indústria;SÃO ROQUE;SP;3550605
569;0;2010;Indústria;SÃO SEBASTIÃO;SP;3550704
570;;2010;Indústria;SÃO SEBASTIÃO DA GRAMA;SP;3550803
571;;2010;Indústria;SÃO SIMÃO;SP;3550902
572;0;2010;Indústria;SÃO VICENTE;SP;3551009
573;;2010;Indústria;SARAPUÍ;SP;3551108
574;2087638000;2010;Indústria;SARUTAIÁ;SP;3551207
575;;2010;Indústria;SEBASTIANÓPOLIS DO SUL;SP;3551306
576;;2010;Indústria;SERRA AZUL;SP;3551405
577;;2010;Indústria;SERRA NEGRA;SP;3551603
578;;2010;Indústria;SERRANA;SP;3551504
579;1511727000;2010;Indústria;SERTÃOZINHO;SP;3551702
580;0;2010;Indústria;SETE BARRAS;SP;3551801
581;;2010;Indústria;SEVERÍNIA;SP;3551900
582;0;2010;Indústria;SILVEIRAS;SP;3552007
583;;2010;Indústria;SOCORRO;SP;3552106
584;6222185000;2010;Indústria;SOROCABA;SP;3552205
585;;2010;Indústria;SUD MENNUCCI;SP;3552304
586;3334164000;2010;Indústria;SUMARÉ;SP;3552403
587;;2010;Indústria;SUZANÁPOLIS;SP;3552551
588;2786582000;2010;Indústria;SUZANO;SP;3552502
589;;2010;Indústria;TABAPUÃ;SP;3552601
590;;2010;Indústria;TABATINGA;SP;3552700
591;1779435000;2010;Indústria;TABOÃO DA SERRA;SP;3552809
592;3759409000;2010;Indústria;TACIBA;SP;3552908
593;;2010;Indústria;TAGUAÍ;SP;3553005
594;2443686000;2010;Indústria;TAIAÇU;SP;3553104
595;2706305000;2010;Indústria;TAIÚVA;SP;3553203
596;;2010;Indústria;TAMBAÚ;SP;3553302
597;;2010;Indústria;TANABI;SP;3553401
598;6388507000;2010;Indústria;TAPIRAÍ;SP;3553500
599;;2010;Indústria;TAPIRATIBA;SP;3553609
600;1210844000;2010;Indústria;TAQUARAL;SP;3553658
601;;2010;Indústria;TAQUARITINGA;SP;3553708
602;;2010;Indústria;TAQUARITUBA;SP;3553807
603;4193557000;2010;Indústria;TAQUARIVAÍ;SP;3553856
604;5418573000;2010;Indústria;TARABAI;SP;3553906
605;0;2010;Indústria;TARUMÃ;SP;3553955
606;;2010;Indústria;TATUÍ;SP;3554003
607;5266239000;2010;Indústria;TAUBATÉ;SP;3554102
608;0;2010;Indústria;TEJUPÁ;SP;3554201
609;;2010;Indústria;TEODORO SAMPAIO;SP;3554300
610;6371985000;2010;Indústria;TERRA ROXA;SP;3554409
611;;2010;Indústria;TIETÊ;SP;3554508
612;1430758000;2010;Indústria;TIMBURI;SP;3554607
613;1036964000;2010;Indústria;TORRE DE PEDRA;SP;3554656
614;;2010;Indústria;TORRINHA;SP;3554706
615;0;2010;Indústria;TRABIJU;SP;3554755
616;0;2010;Indústria;TREMEMBÉ;SP;3554805
617;;2010;Indústria;TRÊS FRONTEIRAS;SP;3554904
618;;2010;Indústria;TUIUTI;SP;3554953
619;;2010;Indústria;TUPÃ;SP;3555000
620;;2010;Indústria;TUPI PAULISTA;SP;3555109
621;1812389000;2010;Indústria;TURIÚBA;SP;3555208
622;1575355000;2010;Indústria;TURMALINA;SP;3555307
623;;2010;Indústria;UBARANA;SP;3555356
624;;2010;Indústria;UBATUBA;SP;3555406
625;2415061000;2010;Indústria;UBIRAJARA;SP;3555505
626;;2010;Indústria;UCHOA;SP;3555604
627;3144015000;2010;Indústria;UNIÃO PAULISTA;SP;3555703
628;;2010;Indústria;URÂNIA;SP;3555802
629;1169678000;2010;Indústria;URU;SP;3555901
630;;2010;Indústria;URUPÊS;SP;3556008
631;;2010;Indústria;VALENTIM GENTIL;SP;3556107
632;1330647000;2010;Indústria;VALINHOS;SP;3556206
633;158048000;2010;Indústria;VALPARAÍSO;SP;3556305
634;8164521000;2010;Indústria;VARGEM;SP;3556354
635;0;2010;Indústria;VARGEM GRANDE DO SUL;SP;3556404
636;0;2010;Indústria;VARGEM GRANDE PAULISTA;SP;3556453
637;771953000;2010;Indústria;VÁRZEA PAULISTA;SP;3556503
638;6967624000;2010;Indústria;VERA CRUZ;SP;3556602
639;1832713000;2010;Indústria;VINHEDO;SP;3556701
640;;2010;Indústria;VIRADOURO;SP;3556800
641;;2010;Indústria;VISTA ALEGRE DO ALTO;SP;3556909
642;908798000;2010;Indústria;VITÓRIA BRASIL;SP;3556958
643;0;2010;Indústria;VOTORANTIM;SP;3557006
644;;2010;Indústria;VOTUPORANGA;SP;3557105
645;4654631000;2010;Indústria;ZACARIAS;SP;3557154
646;124684000;2011;Indústria;ADAMANTINA;SP;3500105
647;5499584000;2011;Indústria;ADOLFO;SP;3500204
648;0;2011;Indústria;AGUAÍ;SP;3500303
649;16159000;2011;Indústria;ÁGUAS DA PRATA;SP;3500402
650;0;2011;Indústria;ÁGUAS DE LINDÓIA;SP;3500501
651;;2011;Indústria;ÁGUAS DE SANTA BÁRBARA;SP;3500550
652;5481583000;2011;Indústria;ÁGUAS DE SÃO PEDRO;SP;3500600
653;;2011;Indústria;AGUDOS;SP;3500709
654;3920123000;2011;Indústria;ALAMBARI;SP;3500758
655;0;2011;Indústria;ALFREDO MARCONDES;SP;3500808
656;5147571000;2011;Indústria;ALTAIR;SP;3500907
657;;2011;Indústria;ALTINÓPOLIS;SP;3501004
658;4140366000;2011;Indústria;ALTO ALEGRE;SP;3501103
659;0;2011;Indústria;ALUMÍNIO;SP;3501152
660;;2011;Indústria;ÁLVARES FLORENCE;SP;3501202
661;;2011;Indústria;ÁLVARES MACHADO;SP;3501301
662;2238494000;2011;Indústria;ÁLVARO DE CARVALHO;SP;3501400
663;2061282000;2011;Indústria;ALVINLÂNDIA;SP;3501509
664;2692820000;2011;Indústria;AMERICANA;SP;3501608
665;;2011;Indústria;AMÉRICO BRASILIENSE;SP;3501707
666;2516966000;2011;Indústria;AMÉRICO DE CAMPOS;SP;3501806
667;1187173000;2011;Indústria;AMPARO;SP;3501905
668;;2011;Indústria;ANALÂNDIA;SP;3502002
669;;2011;Indústria;ANDRADINA;SP;3502101
670;;2011;Indústria;ANGATUBA;SP;3502200
671;;2011;Indústria;ANHEMBI;SP;3502309
672;3745287000;2011;Indústria;ANHUMAS;SP;3502408
673;0;2011;Indústria;APARECIDA;SP;3502507
674;;2011;Indústria;APARECIDA D'OESTE;SP;3502606
675;;2011;Indústria;APIAÍ;SP;3502705
676;;2011;Indústria;ARAÇARIGUAMA;SP;3502754
677;0;2011;Indústria;ARAÇATUBA;SP;3502804
678;;2011;Indústria;ARAÇOIABA DA SERRA;SP;3502903
679;4376505000;2011;Indústria;ARAMINA;SP;3503000
680;7483185000;2011;Indústria;ARANDU;SP;3503109
681;0;2011;Indústria;ARAPEÍ;SP;3503158
682;1550427000;2011;Indústria;ARARAQUARA;SP;3503208
683;1154719000;2011;Indústria;ARARAS;SP;3503307
684;1880623000;2011;Indústria;ARCO-ÍRIS;SP;3503356
685;;2011;Indústria;AREALVA;SP;3503406
686;717687000;2011;Indústria;AREIAS;SP;3503505
687;6433661000;2011;Indústria;AREIÓPOLIS;SP;3503604
688;174005000;2011;Indústria;ARIRANHA;SP;3503703
689;0;2011;Indústria;ARTUR NOGUEIRA;SP;3503802
690;;2011;Indústria;ARUJÁ;SP;3503901
691;1175041000;2011;Indústria;ASPÁSIA;SP;3503950
692;0;2011;Indústria;ASSIS;SP;3504008
693;1116135000;2011;Indústria;ATIBAIA;SP;3504107
694;;2011;Indústria;AURIFLAMA;SP;3504206
695;6112009000;2011;Indústria;AVAÍ;SP;3504305
696;;2011;Indústria;AVANHANDAVA;SP;3504404
697;;2011;Indústria;AVARÉ;SP;3504503
698;;2011;Indústria;BADY BASSITT;SP;3504602
699;2185376000;2011;Indústria;BALBINOS;SP;3504701
700;;2011;Indústria;BÁLSAMO;SP;3504800
701;0;2011;Indústria;BANANAL;SP;3504909
702;1267072000;2011;Indústria;BARÃO DE ANTONINA;SP;3505005
703;4580964000;2011;Indústria;BARBOSA;SP;3505104
704;;2011;Indústria;BARIRI;SP;3505203
705;;2011;Indústria;BARRA BONITA;SP;3505302
706;1433594000;2011;Indústria;BARRA DO CHAPÉU;SP;3505351
707;2505519000;2011;Indústria;BARRA DO TURVO;SP;3505401
708;0;2011;Indústria;BARRETOS;SP;3505500
709;;2011;Indústria;BARRINHA;SP;3505609
710;4314691000;2011;Indústria;BARUERI;SP;3505708
711;;2011;Indústria;BASTOS;SP;3505807
712;;2011;Indústria;BATATAIS;SP;3505906
713;1872730000;2011;Indústria;BAURU;SP;3506003
714;0;2011;Indústria;BEBEDOURO;SP;3506102
715;;2011;Indústria;BENTO DE ABREU;SP;3506201
716;;2011;Indústria;BERNARDINO DE CAMPOS;SP;3506300
717;0;2011;Indústria;BERTIOGA;SP;3506359
718;6220287000;2011;Indústria;BILAC;SP;3506409
719;619808000;2011;Indústria;BIRIGUI;SP;3506508
720;;2011;Indústria;BIRITIBA MIRIM;SP;3506607
721;;2011;Indústria;BOA ESPERANÇA DO SUL;SP;3506706
722;;2011;Indústria;BOCAINA;SP;3506805
723;;2011;Indústria;BOFETE;SP;3506904
724;;2011;Indústria;BOITUVA;SP;3507001
725;0;2011;Indústria;BOM JESUS DOS PERDÕES;SP;3507100
726;0;2011;Indústria;BOM SUCESSO DE ITARARÉ;SP;3507159
727;0;2011;Indústria;BORÁ;SP;3507209
728;;2011;Indústria;BORACÉIA;SP;3507308
729;;2011;Indústria;BORBOREMA;SP;3507407
730;2657708000;2011;Indústria;BOREBI;SP;3507456
731;1092291000;2011;Indústria;BOTUCATU;SP;3507506
732;1129178000;2011;Indústria;BRAGANÇA PAULISTA;SP;3507605
733;4038416000;2011;Indústria;BRAÚNA;SP;3507704
734;0;2011;Indústria;BREJO ALEGRE;SP;3507753
735;;2011;Indústria;BRODOWSKI;SP;3507803
736;;2011;Indústria;BROTAS;SP;3507902
737;;2011;Indústria;BURI;SP;3508009
738;;2011;Indústria;BURITAMA;SP;3508108
739;5200505000;2011;Indústria;BURITIZAL;SP;3508207
740;8653126000;2011;Indústria;CABRÁLIA PAULISTA;SP;3508306
741;0;2011;Indústria;CABREÚVA;SP;3508405
742;1380868000;2011;Indústria;CAÇAPAVA;SP;3508504
743;0;2011;Indústria;CACHOEIRA PAULISTA;SP;3508603
744;;2011;Indústria;CACONDE;SP;3508702
745;;2011;Indústria;CAFELÂNDIA;SP;3508801
746;3749119000;2011;Indústria;CAIABU;SP;3508900
747;;2011;Indústria;CAIEIRAS;SP;3509007
748;3271545000;2011;Indústria;CAIUÁ;SP;3509106
749;1715309000;2011;Indústria;CAJAMAR;SP;3509205
750;;2011;Indústria;CAJATI;SP;3509254
751;5695767000;2011;Indústria;CAJOBI;SP;3509304
752;;2011;Indústria;CAJURU;SP;3509403
753;5444323000;2011;Indústria;CAMPINA DO MONTE ALEGRE;SP;3509452
754;8569150000;2011;Indústria;CAMPINAS;SP;3509502
755;0;2011;Indústria;CAMPO LIMPO PAULISTA;SP;3509601
756;0;2011;Indústria;CAMPOS DO JORDÃO;SP;3509700
757;3873696000;2011;Indústria;CAMPOS NOVOS PAULISTA;SP;3509809
758;;2011;Indústria;CANANÉIA;SP;3509908
759;0;2011;Indústria;CANAS;SP;3509957
760;;2011;Indústria;CÂNDIDO MOTA;SP;3510005
761;4962295000;2011;Indústria;CÂNDIDO RODRIGUES;SP;3510104
762;0;2011;Indústria;CANITAR;SP;3510153
763;;2011;Indústria;CAPÃO BONITO;SP;3510203
764;;2011;Indústria;CAPELA DO ALTO;SP;3510302
765;;2011;Indústria;CAPIVARI;SP;3510401
766;0;2011;Indústria;CARAGUATATUBA;SP;3510500
767;0;2011;Indústria;CARAPICUÍBA;SP;3510609
768;8397313000;2011;Indústria;CARDOSO;SP;3510708
769;;2011;Indústria;CASA BRANCA;SP;3510807
770;3241323000;2011;Indústria;CÁSSIA DOS COQUEIROS;SP;3510906
771;;2011;Indústria;CASTILHO;SP;3511003
772;0;2011;Indústria;CATANDUVA;SP;3511102
773;4800536000;2011;Indústria;CATIGUÁ;SP;3511201
774;;2011;Indústria;CEDRAL;SP;3511300
775;;2011;Indústria;CERQUEIRA CÉSAR;SP;3511409
776;;2011;Indústria;CERQUILHO;SP;3511508
777;;2011;Indústria;CESÁRIO LANGE;SP;3511607
778;;2011;Indústria;CHARQUEADA;SP;3511706
779;;2011;Indústria;CHAVANTES;SP;3557204
780;;2011;Indústria;CLEMENTINA;SP;3511904
781;208706000;2011;Indústria;COLINA;SP;3512001
782;;2011;Indústria;COLÔMBIA;SP;3512100
783;;2011;Indústria;CONCHAL;SP;3512209
784;;2011;Indústria;CONCHAS;SP;3512308
785;;2011;Indústria;CORDEIRÓPOLIS;SP;3512407
786;;2011;Indústria;COROADOS;SP;3512506
787;2956776000;2011;Indústria;CORONEL MACEDO;SP;3512605
788;5082727000;2011;Indústria;CORUMBATAÍ;SP;3512704
789;244625000;2011;Indústria;COSMÓPOLIS;SP;3512803
790;;2011;Indústria;COSMORAMA;SP;3512902
791;2286670000;2011;Indústria;COTIA;SP;3513009
792;0;2011;Indústria;CRAVINHOS;SP;3513108
793;9758656000;2011;Indústria;CRISTAIS PAULISTA;SP;3513207
794;0;2011;Indústria;CRUZÁLIA;SP;3513306
795;0;2011;Indústria;CRUZEIRO;SP;3513405
796;2274746000;2011;Indústria;CUBATÃO;SP;3513504
797;4820956000;2011;Indústria;CUNHA;SP;3513603
798;;2011;Indústria;DESCALVADO;SP;3513702
799;4110979000;2011;Indústria;DIADEMA;SP;3513801
800;0;2011;Indústria;DIRCE REIS;SP;3513850
801;8255514000;2011;Indústria;DIVINOLÂNDIA;SP;3513900
802;3538638000;2011;Indústria;DOBRADA;SP;3514007
803;;2011;Indústria;DOIS CÓRREGOS;SP;3514106
804;2557825000;2011;Indústria;DOLCINÓPOLIS;SP;3514205
805;;2011;Indústria;DOURADO;SP;3514304
806;;2011;Indústria;DRACENA;SP;3514403
807;;2011;Indústria;DUARTINA;SP;3514502
808;;2011;Indústria;DUMONT;SP;3514601
809;4811417000;2011;Indústria;ECHAPORÃ;SP;3514700
810;8038345000;2011;Indústria;ELDORADO;SP;3514809
811;;2011;Indústria;ELIAS FAUSTO;SP;3514908
812;2925418000;2011;Indústria;ELISIÁRIO;SP;3514924
813;2667945000;2011;Indústria;EMBAÚBA;SP;3514957
814;1125280000;2011;Indústria;EMBU DAS ARTES;SP;3515004
815;0;2011;Indústria;EMBU-GUAÇU;SP;3515103
816;2443369000;2011;Indústria;EMILIANÓPOLIS;SP;3515129
817;;2011;Indústria;ENGENHEIRO COELHO;SP;3515152
818;;2011;Indústria;ESPÍRITO SANTO DO PINHAL;SP;3515186
819;;2011;Indústria;ESPÍRITO SANTO DO TURVO;SP;3515194
820;;2011;Indústria;ESTIVA GERBI;SP;3557303
821;110033000;2011;Indústria;ESTRELA D'OESTE;SP;3515202
822;3606325000;2011;Indústria;ESTRELA DO NORTE;SP;3515301
823;4149151000;2011;Indústria;EUCLIDES DA CUNHA PAULISTA;SP;3515350
824;;2011;Indústria;FARTURA;SP;3515400
825;;2011;Indústria;FERNANDO PRESTES;SP;3515608
826;0;2011;Indústria;FERNANDÓPOLIS;SP;3515509
827;1156726000;2011;Indústria;FERNÃO;SP;3515657
828;1006179000;2011;Indústria;FERRAZ DE VASCONCELOS;SP;3515707
829;1115157000;2011;Indústria;FLORA RICA;SP;3515806
830;4212648000;2011;Indústria;FLOREAL;SP;3515905
831;;2011;Indústria;FLÓRIDA PAULISTA;SP;3516002
832;4570835000;2011;Indústria;FLORÍNEA;SP;3516101
833;1360845000;2011;Indústria;FRANCA;SP;3516200
834;0;2011;Indústria;FRANCISCO MORATO;SP;3516309
835;0;2011;Indústria;FRANCO DA ROCHA;SP;3516408
836;0;2011;Indústria;GABRIEL MONTEIRO;SP;3516507
837;;2011;Indústria;GÁLIA;SP;3516606
838;;2011;Indústria;GARÇA;SP;3516705
839;2402271000;2011;Indústria;GASTÃO VIDIGAL;SP;3516804
840;6017091000;2011;Indústria;GAVIÃO PEIXOTO;SP;3516853
841;;2011;Indústria;GENERAL SALGADO;SP;3516903
842;7395797000;2011;Indústria;GETULINA;SP;3517000
843;;2011;Indústria;GLICÉRIO;SP;3517109
844;;2011;Indústria;GUAIÇARA;SP;3517208
845;2030707000;2011;Indústria;GUAIMBÊ;SP;3517307
846;;2011;Indústria;GUAÍRA;SP;3517406
847;;2011;Indústria;GUAPIAÇU;SP;3517505
848;;2011;Indústria;GUAPIARA;SP;3517604
849;;2011;Indústria;GUARÁ;SP;3517703
850;9232526000;2011;Indústria;GUARAÇAÍ;SP;3517802
851;;2011;Indústria;GUARACI;SP;3517901
852;2121553000;2011;Indústria;GUARANI D'OESTE;SP;3518008
853;;2011;Indústria;GUARANTÃ;SP;3518107
854;130152000;2011;Indústria;GUARARAPES;SP;3518206
855;;2011;Indústria;GUARAREMA;SP;3518305
856;1010021000;2011;Indústria;GUARATINGUETÁ;SP;3518404
857;;2011;Indústria;GUAREÍ;SP;3518503
858;;2011;Indústria;GUARIBA;SP;3518602
859;0;2011;Indústria;GUARUJÁ;SP;3518701
860;10573338000;2011;Indústria;GUARULHOS;SP;3518800
861;6597945000;2011;Indústria;GUATAPARÁ;SP;3518859
862;3509203000;2011;Indústria;GUZOLÂNDIA;SP;3518909
863;;2011;Indústria;HERCULÂNDIA;SP;3519006
864;0;2011;Indústria;HOLAMBRA;SP;3519055
865;3505612000;2011;Indústria;HORTOLÂNDIA;SP;3519071
866;;2011;Indústria;IACANGA;SP;3519105
867;6948403000;2011;Indústria;IACRI;SP;3519204
868;3458914000;2011;Indústria;IARAS;SP;3519253
869;;2011;Indústria;IBATÉ;SP;3519303
870;;2011;Indústria;IBIRÁ;SP;3519402
871;0;2011;Indústria;IBIRAREMA;SP;3519501
872;;2011;Indústria;IBITINGA;SP;3519600
873;176143000;2011;Indústria;IBIÚNA;SP;3519709
874;;2011;Indústria;ICÉM;SP;3519808
875;7112601000;2011;Indústria;IEPÊ;SP;3519907
876;;2011;Indústria;IGARAÇU DO TIETÊ;SP;3520004
877;;2011;Indústria;IGARAPAVA;SP;3520103
878;0;2011;Indústria;IGARATÁ;SP;3520202
879;;2011;Indústria;IGUAPE;SP;3520301
880;9244995000;2011;Indústria;ILHA COMPRIDA;SP;3520426
881;;2011;Indústria;ILHA SOLTEIRA;SP;3520442
882;0;2011;Indústria;ILHABELA;SP;3520400
883;2856871000;2011;Indústria;INDAIATUBA;SP;3520509
884;3408228000;2011;Indústria;INDIANA;SP;3520608
885;;2011;Indústria;INDIAPORÃ;SP;3520707
886;5129583000;2011;Indústria;INÚBIA PAULISTA;SP;3520806
887;;2011;Indústria;IPAUSSU;SP;3520905
888;0;2011;Indústria;IPERÓ;SP;3521002
889;;2011;Indústria;IPEÚNA;SP;3521101
890;7085315000;2011;Indústria;IPIGUÁ;SP;3521150
891;1281834000;2011;Indústria;IPORANGA;SP;3521200
892;0;2011;Indústria;IPUÃ;SP;3521309
893;;2011;Indústria;IRACEMÁPOLIS;SP;3521408
894;0;2011;Indústria;IRAPUÃ;SP;3521507
895;3514129000;2011;Indústria;IRAPURU;SP;3521606
896;;2011;Indústria;ITABERÁ;SP;3521705
897;;2011;Indústria;ITAÍ;SP;3521804
898;;2011;Indústria;ITAJOBI;SP;3521903
899;;2011;Indústria;ITAJU;SP;3522000
900;;2011;Indústria;ITANHAÉM;SP;3522109
901;4127078000;2011;Indústria;ITAOCA;SP;3522158
902;0;2011;Indústria;ITAPECERICA DA SERRA;SP;3522208
903;0;2011;Indústria;ITAPETININGA;SP;3522307
904;;2011;Indústria;ITAPEVA;SP;3522406
905;1356482000;2011;Indústria;ITAPEVI;SP;3522505
906;0;2011;Indústria;ITAPIRA;SP;3522604
907;970382000;2011;Indústria;ITAPIRAPUÃ PAULISTA;SP;3522653
908;0;2011;Indústria;ITÁPOLIS;SP;3522703
909;8410285000;2011;Indústria;ITAPORANGA;SP;3522802
910;;2011;Indústria;ITAPUÍ;SP;3522901
911;5063585000;2011;Indústria;ITAPURA;SP;3523008
912;1143864000;2011;Indústria;ITAQUAQUECETUBA;SP;3523107
913;0;2011;Indústria;ITARARÉ;SP;3523206
914;7777743000;2011;Indústria;ITARIRI;SP;3523305
915;1324022000;2011;Indústria;ITATIBA;SP;3523404
916;;2011;Indústria;ITATINGA;SP;3523503
917;;2011;Indústria;ITIRAPINA;SP;3523602
918;3236951000;2011;Indústria;ITIRAPUÃ;SP;3523701
919;4652852000;2011;Indústria;ITOBI;SP;3523800
920;1585613000;2011;Indústria;ITU;SP;3523909
921;941834000;2011;Indústria;ITUPEVA;SP;3524006
922;;2011;Indústria;ITUVERAVA;SP;3524105
923;7505144000;2011;Indústria;JABORANDI;SP;3524204
924;0;2011;Indústria;JABOTICABAL;SP;3524303
925;3094748000;2011;Indústria;JACAREÍ;SP;3524402
926;;2011;Indústria;JACI;SP;3524501
927;0;2011;Indústria;JACUPIRANGA;SP;3524600
928;1089446000;2011;Indústria;JAGUARIÚNA;SP;3524709
929;;2011;Indústria;JALES;SP;3524808
930;106789000;2011;Indústria;JAMBEIRO;SP;3524907
931;0;2011;Indústria;JANDIRA;SP;3525003
